# Time-averaged data for fix msdout
# TimeStep c_msd[1] c_msd[2] c_msd[3] c_msd[4] v_twopoint v_fitslope
0         0.0000000000         0.0000000000         0.0000000000         0.0000000000         0.0000000000 1666666666666666496.0000000000
1000         1.9698867076         1.8421078501         2.2735456855         6.0855402432         0.0010142567         0.0010481282
2000         2.7869284831         3.0854583217         3.7945256134         9.6669124182         0.0008055760         0.0008694342
3000         2.7013953003         2.9863746718         5.4815212281        11.1692912002         0.0006205162         0.0006276268
4000         3.7157468634         4.0133439900         8.1006195096        15.8297103630         0.0006595713         0.0005830045
5000         5.4661523582         4.4220290383         9.7009087684        19.5890901648         0.0006529697         0.0006050948
6000         5.6615312106         5.7721396792        10.0526644544        21.4863353442         0.0005968426         0.0005869862
7000         7.1314560062         7.4741133049        10.8813714405        25.4869407516         0.0006068319         0.0005695539
8000         8.5036640572         9.2554443202        11.5749987622        29.3341071396         0.0006111272         0.0005714703
9000         9.4401647217        10.0974685571        11.1616890734        30.6993223522         0.0005685060         0.0005716787
10000        10.1351294508        10.0006238191        12.0259450308        32.1616983007         0.0005360283         0.0005378170
11000        12.1788888307        12.4216028575        14.3569607195        38.9574524078         0.0005902644         0.0005297004
12000        13.1980318597        10.0096710019        15.5458075740        38.7535104356         0.0005382432         0.0005335145
13000        13.1158064715         9.8664337757        17.0935371979        40.0757774451         0.0005137920         0.0005134097
14000        16.8831495391        10.5785345449        15.8459432477        43.3076273317         0.0005155670         0.0005001913
15000        18.3452781107        13.2137893722        17.5592319751        49.1182994580         0.0005457589         0.0004955688
16000        19.4587859030        13.1163691495        18.4196644476        50.9948195001         0.0005311960         0.0004999298
17000        19.0824761022        13.2405822018        19.9827216877        52.3057799918         0.0005128018         0.0004947774
18000        19.3369512098        12.6222567824        20.5826416716        52.5418496637         0.0004864986         0.0004847157
19000        19.1421986654        13.8341678837        18.8959851213        51.8723516704         0.0004550206         0.0004707448
20000        19.6500484925        13.8722515034        18.3300865594        51.8523865553         0.0004321032         0.0004506817
21000        21.1054778022        15.5820367324        19.9581088548        56.6456233894         0.0004495684         0.0004349278
22000        21.9079422550        16.3876171219        22.7210707950        61.0166301720         0.0004622472         0.0004293696
23000        22.7803727216        17.1525558577        21.9412284053        61.8741569845         0.0004483635         0.0004254023
24000        24.4449223480        17.5928913692        22.1269158428        64.1647295600         0.0004455884         0.0004187503
25000        22.6283994463        18.2915505444        23.8240643530        64.7440143437         0.0004316268         0.0004128289
26000        22.1154875083        18.0443668621        22.8440980169        63.0039523872         0.0004038715         0.0004032822
27000        24.6113572133        16.8018541072        25.9210659242        67.3342772447         0.0004156437         0.0003947650
28000        25.4331706609        16.8001911605        22.4143377900        64.6476996114         0.0003848077         0.0003861616
29000        26.0024983671        17.3146741966        22.9500798789        66.2672524426         0.0003808463         0.0003754158
30000        25.6450900909        16.6654777028        20.5941095930        62.9046773867         0.0003494704         0.0003627154
31000        26.4715466324        17.8139191371        21.4397323532        65.7251981227         0.0003533613         0.0003515168
32000        24.6251563405        16.8624235088        22.2852875548        63.7728674042         0.0003321504         0.0003400847
33000        26.8026838379        19.8788315224        25.6683739722        72.3498893325         0.0003654035         0.0003308116
34000        25.7937090354        20.7340713045        27.7757231557        74.3035034956         0.0003642329         0.0003276974
35000        27.2969712829        21.6394604299        31.1684175832        80.1048492960         0.0003814517         0.0003247755
36000        30.2459378931        21.9136536998        33.4131663586        85.5727579515         0.0003961702         0.0003262827
