# Time-averaged data for fix msdout
# TimeStep c_msd[1] c_msd[2] c_msd[3] c_msd[4] v_twopoint v_fitslope
0         0.0000000000         0.0000000000         0.0000000000         0.0000000000         0.0000000000 1666666666666666496.0000000000
1000         1.3197612862         1.4604869012         1.5182206273         4.2984688147         0.0007164115         0.0007841964
2000         2.3918655120         2.5056006560         2.5838382355         7.4813044034         0.0006234420         0.0006214423
3000         3.6082255562         3.0042960959         3.3346680219         9.9471896741         0.0005526216         0.0005532094
4000         3.8873233431         3.5434047770         4.4887063482        11.9194344683         0.0004966431         0.0004782565
5000         4.8470828959         4.0127449539         4.6349371544        13.4947650042         0.0004498255         0.0004326559
6000         5.8370318658         4.4785369564         4.4965672999        14.8121361222         0.0004114482         0.0003901253
7000         7.3022479467         5.6899628876         5.4171251614        18.4093359956         0.0004383175         0.0003808558
8000         7.8356361933         6.0611162308         6.1683974885        20.0651499125         0.0004180240         0.0003796489
9000         7.4683065444         6.3296619521         6.6966896505        20.4946581470         0.0003795307         0.0003661211
10000         8.1014325127         6.2498304132         7.3164802713        21.6677431972         0.0003611291         0.0003439381
11000         9.5772829493         6.5445492054         8.1711380099        24.2929701646         0.0003680753         0.0003363670
12000        10.7362857004         7.2171756229         9.0200068298        26.9734681530         0.0003746315         0.0003334564
13000        11.5426847187         8.4841924204         9.2838442598        29.3107213989         0.0003757785         0.0003345370
14000        12.4106569593         9.1410644604         9.9030921565        31.4548135762         0.0003744621         0.0003351655
15000        13.1691019178         8.9358234323        10.5960584916        32.7009838417         0.0003633443         0.0003349975
16000        15.1457289642        10.6800824447        11.2966674239        37.1224788327         0.0003866925         0.0003359270
17000        16.2691323226        11.4971502327        12.4703400928        40.2366226481         0.0003944767         0.0003459132
18000        16.8083740097        12.7627536233        13.0146729846        42.5858006177         0.0003943130         0.0003529810
19000        17.9760652142        13.6888092817        12.3338715733        43.9987460692         0.0003859539         0.0003582244
20000        17.8246410933        14.7318015588        13.3385744626        45.8950171147         0.0003824585         0.0003595540
21000        17.8451076816        14.1816082257        14.9620945254        46.9888104327         0.0003729271         0.0003592837
22000        18.6494717911        13.7797709889        14.4580306079        46.8872733879         0.0003552066         0.0003547272
23000        18.5583463171        14.1048896581        15.3253706309        47.9886066062         0.0003477435         0.0003502794
24000        19.3141779153        13.6932530518        15.2632928053        48.2707237723         0.0003352134         0.0003438593
25000        20.6719726086        14.7549221843        15.9176471969        51.3445419897         0.0003422969         0.0003390100
26000        19.1002119910        15.2935124933        17.6717753975        52.0654998817         0.0003337532         0.0003339681
27000        21.0725149466        14.8440659026        16.9577728919        52.8743537411         0.0003263849         0.0003281739
28000        21.9911910813        14.7097027481        16.6825583246        53.3834521540         0.0003177586         0.0003228521
29000        22.9245296459        14.0330922887        17.1017840913        54.0594060259         0.0003106862         0.0003160895
30000        20.0632415842        14.6724432624        17.1413721766        51.8770570232         0.0002882059         0.0003082956
31000        20.3142931505        15.3473983388        18.1507910472        53.8124825364         0.0002893144         0.0002993066
32000        20.1696871193        14.3886094702        17.8900236838        52.4483202733         0.0002731683         0.0002906309
33000        22.7703430356        16.0854344559        18.2125000235        57.0682775151         0.0002882236         0.0002841190
34000        21.8182121305        17.1453394561        18.0480868137        57.0116384003         0.0002794688         0.0002782974
35000        22.1727519052        17.0784860318        18.8157794319        58.0670173689         0.0002765096         0.0002733540
36000        22.5713332072        15.9120190008        18.5434918597        57.0268440677         0.0002640132         0.0002678809
37000        23.4236069930        16.4892171867        17.3533385844        57.2661627641         0.0002579557         0.0002614008
38000        23.8671075789        16.6876049479        17.4466827157        58.0013952425         0.0002543921         0.0002555053
39000        23.3973528625        18.6637510034        18.3841245314        60.4452283973         0.0002583129         0.0002499736
40000        24.6749118345        16.3933497644        18.3064500335        59.3747116323         0.0002473946         0.0002451471
41000        26.4572967463        15.4211041081        19.7167960739        61.5951969284         0.0002503870         0.0002404221
42000        28.2020680813        15.9734508683        19.5266375150        63.7021564646         0.0002527863         0.0002368289
43000        27.6211644315        16.1293808612        18.9742516296        62.7247969223         0.0002431194         0.0002327063
44000        28.1922571261        17.9587466540        18.3976265241        64.5486303042         0.0002445024         0.0002290635
45000        28.1394575178        18.8069714451        18.6115944857        65.5580234487         0.0002428075         0.0002258211
46000        28.7589130580        19.8874011080        18.9980642889        67.6443784549         0.0002450883         0.0002228129
47000        27.5181940322        19.4462866064        20.8662629054        67.8307435440         0.0002405346         0.0002203468
48000        28.6419346772        19.9119232132        21.5325723352        70.0864302256         0.0002433557         0.0002180949
49000        30.4256845656        20.3194795052        21.2812251823        72.0263892531         0.0002449877         0.0002163970
50000        29.6040439582        20.4443754883        21.6387928651        71.6872123116         0.0002389574         0.0002147867
51000        28.8860719497        20.5453723593        21.2461379214        70.6775822304         0.0002309725         0.0002123793
52000        30.4224812891        20.4776547516        21.9512020708        72.8513381115         0.0002334979         0.0002103021
53000        29.8997957173        20.2370025959        21.8455215266        71.9823198398         0.0002263595         0.0002082696
54000        30.1000368520        20.3759598919        22.4535938475        72.9295905913         0.0002250913         0.0002059840
55000        31.8406151601        20.7381080440        21.8813690406        74.4600922447         0.0002256366         0.0002038802
56000        32.9459410427        20.7260372511        21.5558010185        75.2277793123         0.0002238922         0.0002020471
57000        34.8438068163        21.0730468522        22.7198992143        78.6367528827         0.0002299320         0.0002007556
58000        34.1735421605        21.8423730096        25.3133565456        81.3292717158         0.0002337048         0.0001998632
59000        34.6913826400        21.5694772117        25.7329202226        81.9937800743         0.0002316208         0.0001993595
60000        33.7124205715        21.0518592908        25.8987479028        80.6630277651         0.0002240640         0.0001984309
61000        36.8670043699        22.2780165999        26.9350003419        86.0800213117         0.0002351913         0.0001975116
62000        34.7539217533        23.2976209977        26.5831028297        84.6346455807         0.0002275125         0.0001973660
63000        33.8494045462        23.0972913410        27.7331757190        84.6798716062         0.0002240208         0.0001964986
64000        35.1265811867        23.8006865233        28.0819318483        87.0091995584         0.0002265865         0.0001958624
65000        35.6856491071        25.0836735717        29.9835965628        90.7529192416         0.0002326998         0.0001954712
66000        36.8382510016        25.2080641463        30.5191029448        92.5654180928         0.0002337511         0.0001957225
67000        38.3462664398        25.6325144081        29.7529061791        93.7316870270         0.0002331634         0.0001958636
68000        36.7811825256        27.5522271287        29.3563662924        93.6897759467         0.0002296318         0.0001959724
69000        38.2585668864        27.9505059610        29.9497313091        96.1588041564         0.0002322676         0.0001958687
70000        40.1439379519        28.4729401053        32.4356116993       101.0524897565         0.0002406012         0.0001964177
71000        41.6847961283        26.6850760073        32.5526610093       100.9225331448         0.0002369074         0.0001972211
72000        42.5895308583        28.6649992980        33.8969948315       105.1515249879         0.0002434063         0.0001980844
73000        41.9704968972        28.5690859131        34.9972997290       105.5368825394         0.0002409518         0.0001989844
74000        42.4978792026        29.5441645914        34.6957618264       106.7378056204         0.0002404005         0.0001998673
75000        41.4521619493        29.3706641068        35.0006774595       105.8235035157         0.0002351633         0.0002003931
76000        42.7928816256        27.8654714142        33.5643921475       104.2227451873         0.0002285587         0.0002005489
77000        42.6102052311        28.7571144444        33.7036636068       105.0709832823         0.0002274264         0.0002004870
78000        41.7471091061        29.7640536538        34.3737472713       105.8849100312         0.0002262498         0.0002004124
79000        40.6921681629        28.4458178666        34.6239907965       103.7619768259         0.0002189071         0.0001998815
80000        39.7171197112        28.0417642997        34.0514345134       101.8103185243         0.0002121048         0.0001989900
81000        41.8663842034        27.6591296020        33.7630576287       103.2885714342         0.0002125279         0.0001978326
82000        41.0407467695        27.4930690877        35.7048748188       104.2386906759         0.0002118673         0.0001970407
83000        40.5009954589        27.1222068572        37.5165907685       105.1397930845         0.0002111241         0.0001960112
84000        40.4852096485        27.4765110968        37.7464817903       105.7082025356         0.0002097385         0.0001950517
85000        39.2482210210        27.0123174461        38.2912910830       104.5518295501         0.0002050036         0.0001939657
86000        40.8592064915        26.2117925175        38.6284894721       105.6994884811         0.0002048440         0.0001928281
87000        41.5454197620        27.4538485611        37.7195259416       106.7187942647         0.0002044421         0.0001916786
88000        40.2025341520        26.4445421836        39.2978366109       105.9449129465         0.0002006532         0.0001904009
89000        39.8425699555        32.1602650484        42.4122155278       114.4150505318         0.0002142604         0.0001896891
90000        40.0548266530        33.1214622399        41.6842854463       114.8605743392         0.0002127048         0.0001895525
91000        41.4518855739        34.1389836357        39.3973446528       114.9882138624         0.0002106011         0.0001892730
92000        39.7143069804        34.0958025718        39.4415992759       113.2517088281         0.0002051661         0.0001887716
93000        38.6090843448        33.1517125909        39.5080624520       111.2688593876         0.0001994066         0.0001877919
94000        40.9070751077        32.4582973359        38.7492700714       112.1146425150         0.0001987848         0.0001867804
95000        42.9862536895        34.2852450024        38.6662583364       115.9377570282         0.0002033996         0.0001858639
96000        42.5007445600        33.6570657938        38.1127968931       114.2706072469         0.0001983865         0.0001851709
97000        41.5330335195        33.5134075735        37.4887933620       112.5352344551         0.0001933595         0.0001841978
98000        40.1899308628        34.2434896510        38.4124176163       112.8458381302         0.0001919147         0.0001830019
99000        40.7281392785        35.2317045946        37.4084698658       113.3683137389         0.0001908557         0.0001818128
100000        41.0408429811        33.0667303889        36.0507997223       110.1583730923         0.0001835973         0.0001804885
101000        41.3676782271        32.7956976119        35.9340547479       110.0974305870         0.0001816789         0.0001788975
102000        42.0418033362        34.8425629787        38.5996496861       115.4840160010         0.0001886994         0.0001776111
103000        43.1021007717        32.9390464101        37.5406448320       113.5817920139         0.0001837893         0.0001764411
104000        43.6249508477        31.9659372083        37.8277988601       113.4186869161         0.0001817607         0.0001751933
105000        41.1592336548        31.2879234564        37.8691735931       110.3163307043         0.0001751053         0.0001738363
106000        39.7261119760        30.2008429877        37.8214826438       107.7484376075         0.0001694158         0.0001720787
107000        38.8399238550        30.9817911283        39.3192775228       109.1409925061         0.0001700015         0.0001703077
108000        39.6843371817        28.9675711784        37.8491126806       106.5010210406         0.0001643534         0.0001685632
109000        38.8206498225        28.8952409686        35.4649057346       103.1807965258         0.0001577688         0.0001665393
110000        38.3109791470        29.9171592865        36.9712426877       105.1993811212         0.0001593930         0.0001644504
111000        39.0914789431        31.0691125767        36.8685829083       107.0291744281         0.0001607045         0.0001626012
112000        40.9207518408        32.9202377416        37.6431113140       111.4841008964         0.0001658990         0.0001609553
113000        38.9212520506        34.2601914304        39.1574365226       112.3388800036         0.0001656916         0.0001595732
114000        37.1728859175        35.2194011420        39.0595309200       111.4518179795         0.0001629413         0.0001581882
115000        37.1711733164        35.9884589860        40.4378556923       113.5974879947         0.0001646340         0.0001568708
116000        40.3454283573        37.4805167215        41.4417927563       119.2677378351         0.0001713617         0.0001558380
117000        40.7012562891        39.4574099234        39.5127595606       119.6714257731         0.0001704721         0.0001549891
118000        40.6645837901        41.2853531910        39.5029706817       121.4529076629         0.0001715437         0.0001542321
119000        39.5733862692        41.0676432888        40.1178927753       120.7589223332         0.0001691301         0.0001534227
120000        41.5926317751        41.3094655562        42.1823096244       125.0844069557         0.0001737283         0.0001527984
121000        42.6944026883        42.1107359450        42.2213918470       127.0265304802         0.0001749677         0.0001523028
122000        40.7052391178        40.0501684652        41.6162418873       122.3716494703         0.0001671744         0.0001516548
123000        41.1664899616        39.2324682089        41.9014060446       122.3003642151         0.0001657187         0.0001507890
124000        42.4252445404        38.5913935512        41.1742528350       122.1908909266         0.0001642351         0.0001498983
