# Time-averaged data for fix msdout
# TimeStep c_msd[1] c_msd[2] c_msd[3] c_msd[4] v_twopoint v_fitslope
0         0.0000000000         0.0000000000         0.0000000000         0.0000000000         0.0000000000 1666666666666666496.0000000000
1000         2.5171477074         2.3253738331         2.4518562179         7.2943777584         0.0012157296         0.0013252079
2000         5.5175016420         4.4897717005         4.8523586431        14.8596319856         0.0012383027         0.0012838440
3000         8.1911812247         6.9596262971         7.4734300160        22.6242375379         0.0012569021         0.0012971838
4000         9.0297749441         8.7257094585        10.0374607666        27.7929451692         0.0011580394         0.0012290558
5000        10.6783241381        10.5996394562        13.1305727198        34.4085363140         0.0011469512         0.0011624244
6000        11.3712593854        12.4492482779        15.4629707658        39.2834784291         0.0010912077         0.0011215075
7000        11.9386326011        16.0136019896        19.2090396494        47.1612742401         0.0011228875         0.0010896787
8000        14.9695393793        18.0989697633        21.5033621530        54.5718712956         0.0011369140         0.0010986661
9000        18.0092791143        20.1776243770        23.2242472766        61.4111507678         0.0011372435         0.0011089353
10000        19.0281075877        19.4480910855        25.4857083075        63.9619069807         0.0010660318         0.0010900847
11000        20.2779899342        20.6965037194        27.4337087166        68.4082023702         0.0010364879         0.0010607670
12000        22.0900745254        23.7843649458        27.9968805183        73.8713199895         0.0010259906         0.0010335767
13000        25.3877791933        27.1318284338        31.5938441825        84.1134518097         0.0010783776         0.0010270402
14000        27.8940193358        29.2781631726        33.4691238134        90.6413063218         0.0010790632         0.0010356528
15000        30.5772964281        29.5450585111        35.0860525037        95.2084074430         0.0010578712         0.0010359404
16000        30.7740784341        30.1631162625        36.3419428750        97.2791375717         0.0010133243         0.0010259067
17000        32.4608038085        31.7112713644        38.9910114776       103.1630866505         0.0010114028         0.0010106076
18000        34.0708772165        34.1652505238        44.0944961567       112.3306238969         0.0010400984         0.0010073446
19000        34.8028493084        35.7214461800        47.2489156448       117.7732111332         0.0010330983         0.0010070663
20000        35.3431132700        37.8842251070        47.8343342814       121.0616726584         0.0010088473         0.0010013736
21000        39.2841346484        39.4744202296        48.1229533489       126.8815082270         0.0010069961         0.0009930667
22000        41.4190614496        42.3518843302        49.8289179752       133.5998637550         0.0010121202         0.0009892013
23000        42.0804561394        43.9252952098        50.9294796173       136.9352309665         0.0009922843         0.0009848246
24000        42.2437436222        44.0841093307        53.1768693511       139.5047223040         0.0009687828         0.0009764082
25000        43.6917994745        47.2565442580        57.5200847328       148.4684284653         0.0009897895         0.0009688533
26000        46.5929370546        49.4795014876        59.4326824469       155.5051209890         0.0009968277         0.0009674303
27000        48.3368310116        48.9293184241        60.3685556564       157.6347050921         0.0009730537         0.0009636684
28000        48.8150186721        47.2009485622        63.4000560293       159.4160232636         0.0009489049         0.0009563504
29000        53.9058231749        48.9571368997        67.3530727257       170.2160328004         0.0009782531         0.0009511745
30000        60.2044332727        51.7279621933        70.6032070091       182.5356024752         0.0010140867         0.0009524521
31000        64.6920628820        53.4731587894        73.2957149409       191.4609366123         0.0010293599         0.0009596294
32000        64.3870560943        54.4380710703        75.2292960621       194.0544232268         0.0010107001         0.0009649146
33000        64.4997353810        56.0321513722        77.6560262205       198.1879129737         0.0010009491         0.0009662825
34000        65.3793513617        57.1247428446        78.9300843383       201.4341785446         0.0009874224         0.0009663466
35000        64.6463338675        58.1427824866        82.8064114012       205.5955277553         0.0009790263         0.0009653957
36000        67.4095109537        57.6390102448        84.8176091424       209.8661303409         0.0009716025         0.0009624104
37000        67.7176753857        55.4509146944        86.4952995532       209.6638896334         0.0009444319         0.0009573860
38000        68.3077838492        55.9228796440        83.7757041187       208.0063676119         0.0009123086         0.0009486595
39000        71.9338299666        56.8458065399        82.4634183637       211.2430548702         0.0009027481         0.0009380699
40000        73.2399185603        54.6676946065        82.0691570486       209.9767702154         0.0008749032         0.0009265496
41000        73.1332816307        55.5846522272        79.8928968118       208.6108306697         0.0008480115         0.0009121635
42000        77.6362823314        59.4155154025        78.9917562752       216.0435540091         0.0008573157         0.0008989773
43000        76.0305630778        61.5169549950        80.6243958446       218.1719139175         0.0008456276         0.0008870299
44000        76.9816110234        63.2130186643        79.8204442648       220.0150739526         0.0008333904         0.0008746505
45000        78.9121899283        66.2856437752        81.9244982895       227.1223319930         0.0008411938         0.0008641845
46000        80.4741982452        67.5057479924        83.5632696634       231.5432159010         0.0008389247         0.0008549703
47000        82.4125210313        69.7916885656        83.9226074376       236.1268170345         0.0008373291         0.0008463522
48000        86.1332754410        71.6402994732        84.5380237938       242.3115987081         0.0008413597         0.0008387853
49000        91.1888521527        72.2779828198        86.5315188878       249.9983538604         0.0008503345         0.0008330611
50000        91.6722526416        73.5142328167        87.1895292058       252.3760146641         0.0008412534         0.0008278090
51000        92.0867087233        72.0817698981        91.4038591921       255.5723378134         0.0008352037         0.0008223188
52000        95.4733239480        76.6663670273        91.3031738766       263.4428648518         0.0008443682         0.0008175947
53000        96.5855369835        78.1745702976        93.8521318280       268.6122391091         0.0008446926         0.0008139772
54000        98.6317974004        82.0327692745        94.7543698421       275.4189365170         0.0008500584         0.0008115071
55000       102.0772082382        81.2040221780        99.3639518906       282.6451823069         0.0008565006         0.0008095703
56000       103.7872023361        80.9085524357       102.4415423524       287.1372971242         0.0008545753         0.0008088045
57000       104.9436595609        80.6973971689       106.3538633381       291.9949200679         0.0008537863         0.0008075655
58000       106.1046408029        84.4950445023       104.7968320036       295.3965173088         0.0008488406         0.0008065472
59000       105.8812601202        83.7879137817       108.3194002845       297.9885741865         0.0008417756         0.0008051477
60000       108.1528576732        87.2549354972       105.3118007204       300.7195938908         0.0008353322         0.0008031885
61000       107.3422164519        89.6492861716       106.4038753358       303.3953779593         0.0008289491         0.0008009471
62000       109.2526960692        90.0161561764       107.8024033242       307.0712555698         0.0008254604         0.0007984491
63000       111.2843004328        91.8249835479       109.1507337424       312.2600177232         0.0008260847         0.0007959462
64000       115.7078922409        93.5234871853       110.2555308241       319.4869102503         0.0008319972         0.0007939196
65000       114.0218285113        94.7411484048       111.8497428503       320.6127197664         0.0008220839         0.0007919605
66000       118.0578154751        95.7284356856       117.2097427171       330.9959938778         0.0008358485         0.0007904247
67000       123.5350856213        99.1420133469       118.1833504332       340.8604494014         0.0008479116         0.0007902624
