# Time-averaged data for fix msdout
# TimeStep c_msd[1] c_msd[2] c_msd[3] c_msd[4] v_twopoint v_fitslope
0         0.0000000000         0.0000000000         0.0000000000         0.0000000000         0.0000000000 1666666666666666496.0000000000
1000         2.9132001480         2.7151320076         2.1849103461         7.8132425016         0.0013022071         0.0013739796
2000         6.0240391030         4.8485215124         5.1502094543        16.0227700697         0.0013352308         0.0014391514
3000         9.9073286117         6.0803240645         8.1926651118        24.1803177880         0.0013433510         0.0013947155
4000        12.5404401105         7.9784952741        11.7980017890        32.3169371736         0.0013465390         0.0013799912
5000        14.7679958129         9.6306309830        15.8004935012        40.1991202971         0.0013399707         0.0013706840
6000        14.8167439731        10.5708187149        17.0798170917        42.4673797797         0.0011796494         0.0012776105
7000        18.2782606189        11.0903303964        18.3030022225        47.6715932378         0.0011350379         0.0011847034
8000        18.7966890940        12.1592894197        19.3528443571        50.3088228707         0.0010481005         0.0010985555
9000        19.8538265207        14.9672203363        21.6685889086        56.4896357656         0.0010461044         0.0010313979
10000        20.6294006319        20.0099594515        25.3144021563        65.9537622398         0.0010992294         0.0010230171
11000        20.9866337171        23.9255021341        26.6295120168        71.5416478680         0.0010839644         0.0010235512
12000        23.6715161235        25.5434000407        26.2449249070        75.4598410711         0.0010480533         0.0010122236
13000        25.6975893893        28.5410571161        25.2902012801        79.5288477855         0.0010196006         0.0009932713
14000        27.7284494188        29.0366094395        26.8721012405        83.6371600987         0.0009956805         0.0009719011
15000        29.1570625999        30.3788945914        28.7825037610        88.3184609523         0.0009813162         0.0009541485
16000        29.5063657730        31.4627490093        29.8710661611        90.8401809434         0.0009462519         0.0009347326
17000        31.2875763211        33.0349843947        30.0458315402        94.3683922560         0.0009251803         0.0009113540
18000        32.4656046381        35.1529233258        31.4570557448        99.0755837086         0.0009173665         0.0008910112
19000        38.0856938065        35.8315694577        32.6939300599       106.6111933241         0.0009351859         0.0008800523
20000        40.4160995335        36.7539031265        34.8469350154       112.0169376754         0.0009334745         0.0008754267
21000        42.6911073423        40.0671081084        38.2098486276       120.9680640783         0.0009600640         0.0008756043
22000        44.3296296388        42.3924648349        39.6599748663       126.3820693400         0.0009574399         0.0008801259
23000        43.4777610714        45.2257414187        41.2789998803       129.9825023704         0.0009419022         0.0008802513
24000        43.8169017793        48.0890623600        42.0068487457       133.9128128850         0.0009299501         0.0008797928
25000        44.2486855918        49.5423693077        43.4303137702       137.2213686697         0.0009148091         0.0008765871
26000        46.4418772416        52.2837169996        44.1839748624       142.9095691036         0.0009160870         0.0008724337
27000        50.5901216710        55.7376942036        45.2416687004       151.5694845750         0.0009356141         0.0008715366
28000        51.3690708573        60.0668989560        49.3960868554       160.8320566687         0.0009573337         0.0008748588
29000        55.1336378218        62.9197695680        53.0861488380       171.1395562278         0.0009835607         0.0008842805
30000        57.4602553102        68.4429312111        58.5377592558       184.4409457770         0.0010246719         0.0008982150
31000        59.8006559104        73.2190989731        62.4827944567       195.5025493401         0.0010510890         0.0009167362
32000        60.0897163957        78.7502427107        65.8375745898       204.6775336962         0.0010660288         0.0009361253
33000        61.3073645810        81.1223389657        70.1078150038       212.5375185505         0.0010734218         0.0009551471
34000        61.2408511650        78.6474724724        73.6958777484       213.5842013858         0.0010469814         0.0009687860
35000        61.5387059251        82.0301541554        75.9329863037       219.5018463842         0.0010452469         0.0009786518
36000        61.0810391337        84.7564474931        77.2761315500       223.1136181767         0.0010329334         0.0009865974
37000        64.0180784652        84.3805011860        76.5426993452       224.9412789964         0.0010132490         0.0009914564
38000        65.0580298783        79.9775305898        74.8721537941       219.9077142621         0.0009645075         0.0009895160
39000        67.7567085836        82.1014081476        73.5675981550       223.4257148862         0.0009548107         0.0009840529
40000        71.6379614472        84.0673676551        75.1242985918       230.8296276940         0.0009617901         0.0009777205
41000        69.6376503291        86.6833333401        77.3702415674       233.6912252365         0.0009499643         0.0009735222
42000        72.3205469463        88.0159127454        80.8410288777       241.1774885694         0.0009570535         0.0009684065
43000        77.4829141245        86.2808471062        84.0529658589       247.8167270895         0.0009605299         0.0009653856
44000        79.7969571049        90.2673864930        85.9595307761       256.0238743740         0.0009697874         0.0009637385
45000        79.5213305529        90.6341193410        86.5674836766       256.7229335704         0.0009508257         0.0009615211
46000        83.0098783201        94.2462645504        88.9232427551       266.1793856256         0.0009644181         0.0009586451
47000        84.3004259245        96.6278146824        91.2899828182       272.2182234252         0.0009653128         0.0009568109
48000        90.4864668624        98.1901885741        89.4778205765       278.1544760130         0.0009658142         0.0009565217
49000        90.0213635250       103.7172734928        89.7416468879       283.4802839056         0.0009642187         0.0009553308
50000        90.5813486831       107.1193042630        95.8830371001       293.5836900461         0.0009786123         0.0009552172
51000        87.6794545963       109.2077066784        96.9052953288       293.7924566035         0.0009601061         0.0009553591
52000        88.5319145037       112.1543415881        99.6185573986       300.3048134904         0.0009625154         0.0009541091
53000        87.0826689737       114.0072990641        99.6944855698       300.7844536075         0.0009458631         0.0009529382
54000        88.4855846798       113.6778816663        98.8097974772       300.9732638232         0.0009289298         0.0009500987
55000        91.6046474984       116.3949673304        99.3959405207       307.3955553495         0.0009315017         0.0009464196
56000        90.3669777749       118.3597101808       100.9015200137       309.6282079694         0.0009215125         0.0009421747
57000        88.4595092208       122.2702132043       101.3494374577       312.0791598828         0.0009125122         0.0009374512
58000        91.4131269805       122.3670194897       101.6622022284       315.4423486986         0.0009064435         0.0009327823
59000        94.2677161774       126.7992501096       106.4243923631       327.4913586501         0.0009251168         0.0009288840
60000        95.8635445003       128.5473142461       112.1880209185       336.5988796649         0.0009349969         0.0009269973
61000        96.0131014932       130.6953572084       115.6693050174       342.3777637189         0.0009354584         0.0009261409
62000        98.8896873552       128.2103730584       115.2183592327       342.3184196463         0.0009202108         0.0009243096
63000       100.5277660800       127.4135850214       120.1282664550       348.0696175564         0.0009208191         0.0009216114
64000       102.7983886607       126.6738231864       127.2494803966       356.7216922437         0.0009289627         0.0009199733
65000       104.8760205348       126.3990919162       128.0778471080       359.3529595591         0.0009214178         0.0009184394
66000       105.4778159029       128.4905114394       125.9851086884       359.9534360307         0.0009089733         0.0009160642
67000       109.7940200024       130.8990799993       124.8154051079       365.5085051097         0.0009092251         0.0009136863
68000       110.2809047205       134.1407121154       130.0236024231       374.4452192591         0.0009177579         0.0009115598
69000       111.9043293871       142.3396956714       133.0494365833       387.2934616418         0.0009354915         0.0009105659
70000       112.3760547880       148.0424008200       130.6846231419       391.1030787498         0.0009311978         0.0009106729
71000       115.2668150828       150.7191774486       133.5554237118       399.5414162431         0.0009378906         0.0009103484
72000       116.0208719142       152.3481736211       132.3139446927       400.6829902280         0.0009275069         0.0009104159
73000       116.9527162657       152.9948368293       140.5978943991       410.5454474941         0.0009373184         0.0009105238
74000       120.2119637136       156.2964263499       140.1952533453       416.7036434088         0.0009385217         0.0009110537
75000       123.5135789400       163.0751184052       146.8166527170       433.4053500622         0.0009631230         0.0009124579
76000       133.2687095715       166.2158029805       149.2512079646       448.7357205166         0.0009840696         0.0009157756
77000       135.3650225853       166.3260363812       148.4999857982       450.1910447646         0.0009744395         0.0009190441
78000       135.7502701251       169.9166006251       153.4990003924       459.1658711425         0.0009811237         0.0009221530
79000       135.6900927229       171.1923092284       157.2208725044       464.1032744556         0.0009791208         0.0009252807
80000       140.9151914126       168.3870045445       157.0547980710       466.3569940281         0.0009715771         0.0009278019
81000       143.1148330106       174.4558782084       155.8246776350       473.3953888541         0.0009740646         0.0009300416
82000       147.5013679302       176.3205138695       159.3944235709       483.2163053706         0.0009821470         0.0009324230
83000       142.6141266612       176.9385545874       154.8910673905       474.4437486391         0.0009526983         0.0009337867
84000       138.7971887427       178.1552941897       162.5130161388       479.4654990712         0.0009513204         0.0009342786
85000       138.5160394442       178.1855214043       158.1755683511       474.8771291996         0.0009311316         0.0009340614
86000       142.8978301670       183.9432870432       159.9292916756       486.7704088858         0.0009433535         0.0009333346
87000       145.4406993367       191.2430303197       159.1401327378       495.8238623942         0.0009498541         0.0009334656
88000       151.3456368690       190.4139657969       163.6824426753       505.4420453412         0.0009572766         0.0009340669
89000       154.9247860201       189.1886025680       171.9171230359       516.0305116240         0.0009663493         0.0009352445
90000       158.8343015984       186.8836220771       171.0937396637       516.8116633392         0.0009570586         0.0009360634
91000       152.5747463965       191.3813310587       174.4918089359       518.4478863911         0.0009495383         0.0009364612
92000       160.9525992601       190.0694869664       172.4737279635       523.4958141900         0.0009483620         0.0009363565
93000       161.2122660615       193.1920589657       174.0175479479       528.4218729751         0.0009469926         0.0009364227
94000       160.4700133046       187.4663579824       177.7390983360       525.6754696230         0.0009320487         0.0009360202
95000       158.3539121164       194.3005528516       184.6280315575       537.2824965255         0.0009426009         0.0009354508
96000       161.6581239761       197.2752002095       186.7350550677       545.6683792534         0.0009473409         0.0009352691
97000       164.0160762105       202.7717532086       184.4061985987       551.1940280178         0.0009470688         0.0009355245
98000       164.3028066898       198.8130062028       190.2500717540       553.3658846465         0.0009410984         0.0009354534
99000       164.5610587130       195.9547150642       190.8597399658       551.3755137429         0.0009282416         0.0009349509
100000       165.5606491317       199.6161433977       187.9088319773       553.0856245067         0.0009218094         0.0009340121
101000       169.6451837765       196.3197843747       186.5112413897       552.4762095410         0.0009116769         0.0009323726
102000       167.2705092556       200.5795357530       191.3597839567       559.2098289654         0.0009137416         0.0009305696
