2197.66602;-248.00716;9.27475;-54.43652;-17.0589;-12.82254;-0.19392;51.84727;-17.45091;21.4165;-65.39523;3375.21484;-49.2991;111.20468
2196.17578;64.34601;-41.03015;32.04549;-8.47628;47.52591;4.54441;27.31411;11.76417;5.53795;-4.60984;3384.91846;-25.85295;516.55609
2194.68555;216.21349;60.64989;-28.01255;30.2265;60.71898;-41.20372;-55.19315;-2.97998;62.30942;179.63037;3350.27759;29.94498;365.987
2193.19531;391.28232;-13.65035;86.61128;-0.73777;48.13291;55.29865;-49.97005;-17.77152;-20.43449;258.37192;3381.93115;87.63301;402.28748
2191.70312;115.93973;9.31879;34.77745;-15.65597;-17.69776;-0.19515;-23.35387;12.64871;171.09988;133.02293;3386.09497;-17.66466;411.86939
2190.21289;48.14721;74.54903;96.14095;-30.68965;60.40368;97.8237;-61.00436;4.2216;182.65816;294.95364;3508.2207;9.87458;527.2746
2188.7207;45.56749;81.83836;-58.95146;1.01743;57.7737;14.82979;137.60249;40.98832;23.96905;33.03976;3428.34424;86.13905;357.28766
2187.22852;8.00244;50.59824;17.06418;-9.39806;53.60842;82.07035;76.42117;-35.378;37.55609;8.17066;3411.49609;-69.9669;278.41437
2185.73633;100.1806;106.81339;33.35228;104.4348;23.68136;58.82595;26.91515;-13.2468;136.06975;357.43509;3404.34448;-90.0937;209.7823
2184.24414;-222.12802;198.75287;41.61586;24.36498;34.20534;66.25114;3.59503;21.74767;211.23871;34.28023;3427.87305;1.4463;-139.32288
2182.75;-27.23819;5.14264;28.94593;83.05994;77.08081;78.49936;150.10815;19.55687;185.54428;65.77133;3406.19141;-45.64361;88.36661
2181.25781;51.84292;0.65808;29.24377;6.0673;19.93978;110.09624;95.1295;20.55108;-0.68248;-142.26982;3382.90405;-11.77657;342.11917
2179.76367;-86.49223;99.65633;103.82246;16.15397;-19.36353;88.41597;43.70159;8.59614;-11.75935;247.73659;3398.35352;-82.58669;57.0248
2178.26953;243.53328;-31.89162;21.92779;63.26096;-24.70908;76.41261;-49.35822;33.71265;228.01036;202.86859;3384.75659;33.99905;296.55167
2176.77539;233.5061;-40.60667;75.60661;-18.76812;42.59175;106.34187;90.17465;-8.9656;147.44115;66.92957;3448.58862;-34.74313;366.72827
2175.28125;23.92342;202.44508;-14.21772;18.49832;-19.09164;47.55303;26.72914;49.93405;17.62286;267.29999;3425.31006;267.66232;490.14325
