# Time-averaged data for fix msdout
# TimeStep c_msd[1] c_msd[2] c_msd[3] c_msd[4] v_twopoint v_fitslope
0         0.0000000000         0.0000000000         0.0000000000         0.0000000000         0.0000000000 1666666666666666496.0000000000
1000         4.1490326692         2.4040905931         1.6757653172         8.2288885795         0.0013714814         0.0014209976
2000         6.1636678369         5.6993934993         5.2624965797        17.1255579159         0.0014271298         0.0014503093
3000         8.4915970783         6.4438611283         6.2975356509        21.2329938575         0.0011796108         0.0013281567
4000         9.2721578968         6.3092783288         8.4074758649        23.9889120905         0.0009995380         0.0010381801
5000        13.2140905273         7.3745381247        11.9429390063        32.5315676583         0.0010843856         0.0010010684
6000        15.3501089114         8.8626194641        11.4989267600        35.7116551355         0.0009919904         0.0009878883
7000        15.4777062276        15.6998964418        12.6473874120        43.8249900814         0.0010434521         0.0009592705
8000        16.0626218987        21.2094610511        12.5730924286        49.8451753784         0.0010384412         0.0009846153
9000        12.4033325744        17.0683921206        12.1154576403        41.5871823353         0.0007701330         0.0009182263
10000        12.0267049656        14.9402607566         7.6919509603        34.6589166824         0.0005776486         0.0007521676
11000        12.4124723928        17.1828854159        10.9195425249        40.5149003337         0.0006138621         0.0006242152
12000        14.1429286287        20.4544017027        11.3682590816        45.9655894130         0.0006384110         0.0005637761
13000        12.1458369248        18.7731966872        13.8438088886        44.7628425006         0.0005738826         0.0005249122
14000        12.0860499631        17.5202034242        17.7342792718        47.3405326591         0.0005635778         0.0004782018
15000        12.6851723232        19.6892888609        18.8499021542        51.2243633383         0.0005691596         0.0004614905
16000        12.8540271006        17.8617264496        22.5932982612        53.3090518114         0.0005553026         0.0004479649
17000        10.7647643355        19.8026540959        20.5967732690        51.1641917003         0.0005016097         0.0004231781
18000        10.1401241652        24.6086485986        21.2779661670        56.0267389309         0.0005187661         0.0004056103
19000        12.9449251899        24.8799552064        17.7465125394        55.5713929357         0.0004874684         0.0003957718
20000        12.2115319150        21.8910680108        22.5240174073        56.6266173330         0.0004718885         0.0003797781
21000         9.5503477290        18.6860172028        24.0876274749        52.3239924067         0.0004152698         0.0003606176
