# Time-averaged data for fix msdout
# TimeStep c_msd[1] c_msd[2] c_msd[3] c_msd[4] v_twopoint v_fitslope
0         0.0000000000         0.0000000000         0.0000000000         0.0000000000         0.0000000000 1666666666666666496.0000000000
1000         1.3401356013         1.1737080343         1.2560491036         3.7698927393         0.0006283155         0.0006673673
2000         1.7934211651         1.8596518443         1.8182483983         5.4713214076         0.0004559435         0.0004424552
3000         2.4820267777         2.3679714110         2.4049283926         7.2549265813         0.0004030515         0.0003669735
4000         3.0982013447         3.0017100924         2.6441228886         8.7440343257         0.0003643348         0.0003325666
5000         4.0536318248         3.1839788356         3.2149728006        10.4525834611         0.0003484194         0.0003009590
6000         4.4886686718         3.9503414931         4.0009178816        12.4399280465         0.0003455536         0.0003031722
7000         5.0424425123         4.2783622541         4.8829048738        14.2037096402         0.0003381836         0.0003043316
8000         5.3182046979         4.9639192189         5.2905535775        15.5726774943         0.0003244308         0.0002978702
9000         5.6778467214         5.4142308305         5.5944210561        16.6864986080         0.0003090092         0.0002913110
10000         5.8717111096         5.8131144834         5.7400164990        17.4248420920         0.0002904140         0.0002767718
11000         6.5152329682         5.9501085105         6.1695586793        18.6349001580         0.0002823470         0.0002667496
12000         7.1752863631         6.8255197158         6.5571799017        20.5579859807         0.0002855276         0.0002595222
13000         7.6591779908         7.4259707751         6.8793174326        21.9644661985         0.0002815957         0.0002572379
14000         8.3413008893         7.7461745456         7.2478934368        23.3353688717         0.0002778020         0.0002539106
15000         8.7219796909         8.0368811498         8.1692690264        24.9281298671         0.0002769792         0.0002531677
16000         8.5950380050         8.9584869926         8.3596138241        25.9131388217         0.0002699285         0.0002501555
17000         8.6710793850         9.2415290469         8.4493773570        26.3619857889         0.0002584508         0.0002462654
18000         9.3010113331         8.9584316308         8.6478986273        26.9073415912         0.0002491421         0.0002403634
19000         9.6015689556         8.8170288122         9.6747328323        28.0933306000         0.0002464327         0.0002354548
20000        10.2081523617         8.5178014864         9.4046320040        28.1305858521         0.0002344215         0.0002288486
21000        10.0165951980         9.4004709695         9.2060257157        28.6230918832         0.0002271674         0.0002217914
22000        11.1089361538         9.8778763798         9.3849298131        30.3717423466         0.0002300890         0.0002158197
23000        13.0372474690        11.1399248786         9.8946743252        34.0718466728         0.0002468974         0.0002139086
24000        12.8843145031        11.0479042098        10.2255673913        34.1577861042         0.0002372068         0.0002135407
25000        13.0378350170        11.7874897558        10.6069644311        35.4322892039         0.0002362153         0.0002126442
26000        14.4457677033        12.0223199841        11.3120282703        37.7801159577         0.0002421802         0.0002128247
27000        14.2613842204        12.2986495502        11.8050064370        38.3650402075         0.0002368212         0.0002129740
28000        14.1119925075        12.8783888970        12.0914030288        39.0817844334         0.0002326297         0.0002118185
29000        15.3404430224        13.2135234517        12.9580036841        41.5119701582         0.0002385745         0.0002119268
30000        14.7648425369        13.0658111224        13.1236969682        40.9543506275         0.0002275242         0.0002116598
31000        14.7632853345        13.8979830507        14.0921379182        42.7534063033         0.0002298570         0.0002105207
32000        14.6839206699        14.5060704706        14.2243123202        43.4143034608         0.0002261162         0.0002093071
33000        15.0747453346        14.0923688396        15.0908223167        44.2579364910         0.0002235249         0.0002083478
34000        15.1350499950        14.2646245557        14.2250973568        43.6247719076         0.0002138469         0.0002061486
35000        15.1938889239        14.8352363894        14.6577062043        44.6868315176         0.0002127944         0.0002040666
36000        15.6822948243        13.9797957208        14.1693831482        43.8314736933         0.0002029235         0.0002011375
37000        15.9257402687        15.5491904683        14.7998431872        46.2747739242         0.0002084449         0.0001985783
38000        16.1348618250        15.4056066496        14.9025738811        46.4430423557         0.0002036976         0.0001961811
39000        16.3636539419        15.5472295242        15.5345857232        47.4454691893         0.0002027584         0.0001938499
40000        16.6015023248        16.0259250022        16.1438739320        48.7713012590         0.0002032138         0.0001918223
41000        16.8731622046        17.3296662913        16.5163374077        50.7191659036         0.0002061755         0.0001902490
42000        16.7122731306        16.9580725115        16.0248814974        49.6952271394         0.0001972033         0.0001885625
43000        17.0133661852        16.2213890221        16.1774893122        49.4122445194         0.0001915203         0.0001861819
44000        16.9614969051        17.2344638420        17.1704990124        51.3664597595         0.0001945699         0.0001841658
45000        17.6355250724        17.6528208137        17.2584264639        52.5467723499         0.0001946177         0.0001825532
46000        17.4523050321        18.8937990086        18.5068692293        54.8529732700         0.0001987427         0.0001812176
47000        18.6165748135        18.4342796598        18.5184667096        55.5693211829         0.0001970543         0.0001805308
48000        17.9297981673        18.2452317650        18.5840479793        54.7590779117         0.0001901357         0.0001792369
49000        18.0702778846        17.4120887689        18.6981111969        54.1804778505         0.0001842873         0.0001774855
50000        17.4483755643        18.8977527934        19.5196070589        55.8657354166         0.0001862191         0.0001755951
51000        17.6682356722        18.1432131388        20.7102378002        56.5216866111         0.0001847114         0.0001741065
52000        17.5223276856        18.7050416377        19.5734824891        55.8008518124         0.0001788489         0.0001723668
53000        17.2492510746        18.4776289201        19.8006243045        55.5275042993         0.0001746148         0.0001702239
54000        19.3474626000        18.2113390479        20.4636812853        58.0224829332         0.0001790817         0.0001684324
55000        19.7318817594        18.3807063880        21.5110051648        59.6235933122         0.0001806776         0.0001672684
56000        19.2195897199        18.3292020001        21.3735762553        58.9223679753         0.0001753642         0.0001658230
