# Time-averaged data for fix msdout
# TimeStep c_msd[1] c_msd[2] c_msd[3] c_msd[4] v_twopoint v_fitslope
0         0.0000000000         0.0000000000         0.0000000000         0.0000000000         0.0000000000 1666666666666666496.0000000000
1000         1.1621002238         1.1170834224         1.1736795376         3.4528631837         0.0005754772         0.0005858479
2000         1.8087995861         1.5754174061         1.8202071551         5.2044241473         0.0004337020         0.0004028312
3000         2.2330133942         2.1478189729         2.5749790251         6.9558113922         0.0003864340         0.0003619464
4000         2.8499612425         3.2583212679         3.1475263856         9.2558088960         0.0003856587         0.0003567271
5000         3.0983062901         3.6727340975         3.7129183582        10.4839587457         0.0003494653         0.0003318915
6000         3.4408400537         4.3425437383         3.8814541763        11.6648379682         0.0003240233         0.0003057244
7000         3.9789987612         4.7671570125         4.1308151634        12.8769709371         0.0003065945         0.0002875070
8000         4.5050547461         4.9803985241         4.2572478682        13.7427011384         0.0002863063         0.0002694810
9000         5.3710663297         5.3018860959         4.8167795659        15.4897319915         0.0002868469         0.0002575521
10000         5.5457589976         5.4196181599         4.9913831469        15.9567603045         0.0002659460         0.0002502509
11000         5.5319568373         5.8459387067         5.2430614033        16.6209569473         0.0002518327         0.0002382099
12000         5.7610405010         6.6128720479         5.2431029442        17.6170154930         0.0002446808         0.0002264380
13000         6.3524748513         7.5517588676         6.0648120530        19.9690457719         0.0002560134         0.0002214578
14000         6.8831877056         7.7365437891         6.7915916474        21.4113231421         0.0002548967         0.0002206921
15000         7.4556204610         7.8991615838         7.6247889707        22.9795710154         0.0002553286         0.0002217555
16000         7.9377303571         8.7796511548         7.7988091048        24.5161906167         0.0002553770         0.0002228325
17000         7.7338180721         9.2803970694         7.7394256400        24.7536407815         0.0002426828         0.0002225800
18000         9.0689188525         9.4282906850         8.5031900391        27.0003995766         0.0002500037         0.0002207738
19000         8.8976918144         9.3012796374         9.1810379307        27.3800093825         0.0002401755         0.0002194846
20000         9.1841530694         9.8007616184        10.3417103325        29.3266250202         0.0002443885         0.0002184441
21000         9.7795076579        10.1417498105         9.9181117671        29.8393692355         0.0002368204         0.0002186831
22000         9.8659306558        10.1131599803         9.9313402073        29.9104308435         0.0002265942         0.0002154278
23000         9.9188078754        10.7516433667        10.0151880374        30.6856392795         0.0002223597         0.0002122767
24000         9.6881267305        11.0219190212        11.2818928774        31.9919386291         0.0002221662         0.0002093889
25000        10.5055503059        11.8982125961        11.6319064588        34.0356693609         0.0002269045         0.0002069210
26000        11.2662521180        11.9904593283        12.8565215792        36.1132330255         0.0002314951         0.0002067214
27000        11.9201097869        11.3560666212        13.5941534247        36.8703298328         0.0002275946         0.0002064613
28000        12.3746909782        11.8677458091        13.3192749306        37.5617117179         0.0002235816         0.0002062690
29000        12.5935128897        13.5211809533        13.3756466243        39.4903404674         0.0002269560         0.0002058644
30000        13.7129781539        14.1211346450        12.8091769848        40.6432897837         0.0002257961         0.0002057491
31000        14.1156973310        14.9202887724        13.1619651099        42.1979512133         0.0002268707         0.0002055529
32000        14.9993529392        15.1210711977        13.9005049289        44.0209290658         0.0002292757         0.0002062227
33000        15.1859579491        14.9921152004        14.0067468557        44.1848200052         0.0002231557         0.0002066050
34000        14.7685348227        15.1594701035        13.8138406854        43.7418456116         0.0002144208         0.0002060003
35000        14.8104845514        15.6314491843        14.6161143910        45.0580481268         0.0002145621         0.0002044231
36000        15.3188474807        16.7120872822        14.7543172736        46.7852520365         0.0002165984         0.0002038457
37000        16.1128893848        16.5316591263        15.3136312655        47.9581797766         0.0002160278         0.0002033582
