# Time-averaged data for fix msdout
# TimeStep c_msd[1] c_msd[2] c_msd[3] c_msd[4] v_twopoint v_fitslope
0         0.0000000000         0.0000000000         0.0000000000         0.0000000000         0.0000000000 1666666666666666496.0000000000
1000         2.2552370906         2.5063511733         2.0018309285         6.7634191923         0.0011272365         0.0011618596
2000         4.3505502413         4.1759885365         3.4118631753        11.9384019531         0.0009948668         0.0011075068
3000         4.4710817259         5.5927869449         4.8763469211        14.9402155920         0.0008300120         0.0008652808
4000         6.1429860970         6.0039796206         6.8414993605        18.9884650781         0.0007911860         0.0007754918
5000         6.5795319929         5.9281418649         8.0199123826        20.5275862404         0.0006842529         0.0006880331
6000         7.0332083929         6.2801141013         8.6925414666        22.0058639608         0.0006112740         0.0005975302
7000         6.8789021185         7.1239763725        10.2890532280        24.2919317190         0.0005783793         0.0005318436
8000         6.8133242745         8.4053930416        12.8164992957        28.0352166119         0.0005840670         0.0005009863
9000         7.3817469425         9.8664699792        13.1906522743        30.4388691960         0.0005636828         0.0004942196
10000         8.0216345708        10.6207737471        12.0844775012        30.7268858190         0.0005121148         0.0004769038
11000         8.8975898167        11.4916394276        11.7878246507        32.1770538950         0.0004875311         0.0004450577
12000        10.8684901707        12.6463214073        10.8485269875        34.3633385655         0.0004772686         0.0004268403
13000        11.7015207696        15.4706046610        10.2610723517        37.4331977823         0.0004799128         0.0004127322
14000        12.0342677593        16.6240902811        10.2782934175        38.9366514579         0.0004635316         0.0004053966
15000        12.0023959263        16.3947056245        12.3043840860        40.7014856367         0.0004522387         0.0003980013
16000        12.7437211211        15.8624118018        16.2265125149        44.8326454377         0.0004670067         0.0003970462
17000        12.4764166243        14.7223128001        14.6133194236        41.8120488481         0.0004099220         0.0003859706
18000        14.5286099825        13.4655336267        14.3726587863        42.3668023954         0.0003922852         0.0003661046
19000        18.1981202778        14.6639980963        15.8859290491        48.7480474232         0.0004276145         0.0003584578
20000        18.1867308539        17.7919060376        16.4957367802        52.4743736717         0.0004372864         0.0003589777
21000        17.5011382470        17.6368428676        16.8913808580        52.0293619726         0.0004129314         0.0003608800
22000        17.5773257466        15.2914372934        17.2354016291        50.1041646691         0.0003795770         0.0003525599
23000        17.2749602495        14.1160523495        15.6636538136        47.0546664126         0.0003409758         0.0003394711
24000        18.0624205874        14.6161004013        16.6645833059        49.3431042946         0.0003426604         0.0003241460
25000        18.2917487230        16.2509163873        17.7807108645        52.3233759749         0.0003488225         0.0003144508
26000        19.5632886958        16.2525416984        18.1602257100        53.9760561043         0.0003460004         0.0003075378
27000        22.5103995239        17.2104733132        17.0079927871        56.7288656242         0.0003501782         0.0003011179
28000        19.5327737713        15.0600516992        16.3162255200        50.9090509905         0.0003030301         0.0002932181
29000        19.2773864085        16.0293031495        15.0920521966        50.3987417546         0.0002896479         0.0002797709
30000        19.6460245231        13.9164518501        15.6381500199        49.2006263931         0.0002733368         0.0002675535
31000        17.0224759307        13.0920030497        17.5730573491        47.6875363296         0.0002563846         0.0002531162
32000        18.1952227881        12.7244033845        17.0391248393        47.9587510119         0.0002497852         0.0002399111
33000        17.9812897437        14.6674991868        16.3176820139        48.9664709445         0.0002473054         0.0002286343
34000        17.6372617985        13.8712535591        15.6152921050        47.1238074626         0.0002309991         0.0002176579
35000        18.5210340510        13.9367541394        17.2990668731        49.7568550635         0.0002369374         0.0002070832
36000        19.6624652797        14.5561925146        17.4745997743        51.6932575686         0.0002393206         0.0001996108
37000        16.9235246957        13.7262360511        20.1364958495        50.7862565964         0.0002287669         0.0001923529
38000        16.0331646525        14.4980819410        21.6673284650        52.1985750585         0.0002289411         0.0001859814
39000        16.0355448411        13.5766709431        22.4526815679        52.0648973520         0.0002224996         0.0001800176
40000        17.0830510325        14.3166537343        23.7288964621        55.1286012289         0.0002297025         0.0001751276
41000        19.3675935627        15.6762022896        22.7608800606        57.8046759129         0.0002349784         0.0001723380
42000        20.1292364926        17.5138179799        25.1502925573        62.7933470298         0.0002491799         0.0001707680
43000        23.8711872253        18.6335397381        30.1130288046        72.6177557680         0.0002814642         0.0001731024
44000        24.8412756721        19.0631311507        31.5338992844        75.4383061072         0.0002857512         0.0001783162
45000        26.7952212484        19.4660277939        34.3180626443        80.5793116866         0.0002984419         0.0001834112
46000        28.8630620909        20.3303997334        35.7893698926        84.9828317169         0.0003079088         0.0001903569
47000        30.3335815350        20.6563168283        36.5581466603        87.5480450237         0.0003104541         0.0001970789
48000        31.5900786041        20.5589954731        33.0403832053        85.1894572826         0.0002957967         0.0002028957
49000        28.7488675647        21.7909870230        30.6501320880        81.1899866757         0.0002761564         0.0002060308
50000        27.8965032787        19.0555475157        29.8389776497        76.7910284441         0.0002559701         0.0002063975
51000        28.4913310269        17.4200718042        30.5222044065        76.4336072376         0.0002497830         0.0002053181
52000        24.9474870674        20.3534312497        26.3606454339        71.6615637510         0.0002296845         0.0002035590
53000        26.4659936518        21.0477665368        28.5798068622        76.0935670509         0.0002392879         0.0002009487
54000        28.5651076536        23.1629483865        31.7057068952        83.4337629353         0.0002575116         0.0002006375
55000        26.2238363279        20.5091566677        29.1531086061        75.8861016016         0.0002299579         0.0001998021
56000        26.5736543165        21.0103160290        30.1179487400        77.7019190855         0.0002312557         0.0001974714
57000        26.9252260946        22.9321743276        27.8638807394        77.7212811616         0.0002272552         0.0001956298
58000        24.3182747126        21.9667000193        27.2299577243        73.5149324562         0.0002112498         0.0001932676
59000        23.5801032074        21.0926067804        25.7857087859        70.4584187737         0.0001990351         0.0001892862
60000        22.9245846238        20.2004895394        26.6968231835        69.8218973466         0.0001939497         0.0001847756
61000        24.7195168868        21.4766833978        28.4672215508        74.6634218354         0.0002039984         0.0001811353
62000        24.4337558715        22.4657301452        30.4852347854        77.3847208021         0.0002080234         0.0001785898
63000        23.1712773563        22.1349679780        27.5207759136        72.8270212479         0.0001926641         0.0001759653
64000        26.0881009364        20.9071849355        29.1585663765        76.1538522484         0.0001983173         0.0001726652
65000        30.5207852155        21.0839794261        32.1297403091        83.7345049507         0.0002147039         0.0001711522
66000        31.4257202422        20.2667477780        32.5109550539        84.2034230741         0.0002126349         0.0001703196
67000        31.7069135582        23.8527783545        35.9621551779        91.5218470907         0.0002276663         0.0001703005
68000        32.8115045921        24.1420144512        36.2310200747        93.1845391180         0.0002283935         0.0001708831
69000        34.5197649662        27.2403425228        34.2350006985        95.9951081876         0.0002318722         0.0001717372
70000        37.8052599582        30.8661516493        30.6509198446        99.3223314521         0.0002364817         0.0001729216
71000        36.1261709556        28.9637007452        31.3652425278        96.4551142286         0.0002264205         0.0001738348
72000        31.5327575419        29.2843279470        32.5085232303        93.3256087191         0.0002160315         0.0001737810
73000        32.2952217097        27.9146023131        31.0206259398        91.2304499626         0.0002082887         0.0001729843
74000        32.6801140506        32.7836356531        30.3519869661        95.8157366698         0.0002158012         0.0001726347
75000        34.8980312444        33.8674714141        31.4911502277       100.2566528862         0.0002227926         0.0001726059
76000        35.9961451953        36.0890883136        31.1249668815       103.2102003905         0.0002263382         0.0001732456
77000        35.8395968813        37.1157882765        29.2632460682       102.2186312260         0.0002212524         0.0001737392
78000        35.5405621590        32.4411021150        30.4871853346        98.4688496086         0.0002104035         0.0001735826
79000        36.2659393685        34.9995100806        30.9196620765       102.1851115256         0.0002155804         0.0001731779
80000        33.6301007897        36.7308379831        33.7823699541       104.1433087269         0.0002169652         0.0001733671
81000        34.8187971537        36.4340081336        35.7416285420       106.9944338293         0.0002201532         0.0001734556
82000        35.6656877460        35.6564158599        38.7348479023       110.0569515082         0.0002236930         0.0001740665
83000        34.7968232584        38.4845162301        36.1817757299       109.4631152184         0.0002198055         0.0001744872
84000        33.8303017560        44.6167209451        36.0277032534       114.4747259545         0.0002271324         0.0001751161
85000        37.7376427133        44.3994778249        37.8702525126       120.0073730509         0.0002353086         0.0001763301
86000        36.8886455216        43.6980587792        39.4943983578       120.0811026585         0.0002327153         0.0001775767
87000        33.5797253141        43.9173920738        38.6534102871       116.1505276750         0.0002225106         0.0001784363
