# Time-averaged data for fix msdout
# TimeStep c_msd[1] c_msd[2] c_msd[3] c_msd[4] v_twopoint v_fitslope
0         0.0000000000         0.0000000000         0.0000000000         0.0000000000         0.0000000000 1666666666666666496.0000000000
1000         1.9895450441         1.5955603299         1.7229482432         5.3080536171         0.0008846756         0.0009877251
2000         2.8775575802         3.5148442148         3.1389064864         9.5313082814         0.0007942757         0.0007850860
3000         3.2333746316         4.6024430873         4.4574973811        12.2933151000         0.0006829619         0.0006988215
4000         4.2603921121         5.4399356663         5.1217589458        14.8220867242         0.0006175869         0.0006034970
5000         5.3308405906         5.4356396872         5.6758886620        16.4423689397         0.0005480790         0.0005419546
6000         5.4413331694         5.8630754641         5.3781233417        16.6825319753         0.0004634037         0.0004614693
7000         5.8231406469         5.8221080862         5.3977133077        17.0429620407         0.0004057848         0.0003938792
8000         7.0928823676         6.5490925725         6.0894430397        19.7314179799         0.0004110712         0.0003489545
9000         7.9000257499         7.5799379960         6.0968635806        21.5768273265         0.0003995709         0.0003359286
10000         8.7295745195         8.9014552670         6.5940247607        24.2250545472         0.0004037509         0.0003290640
11000         9.1422694137         9.3120824776         6.9309580022        25.3853098935         0.0003846259         0.0003247888
12000        10.6047781572         8.5473610159         7.8497199166        27.0018590897         0.0003750258         0.0003197387
13000         9.3855798588         8.6324988854         7.3392132974        25.3572920416         0.0003250935         0.0003021228
14000         9.5769600490        10.4685602618         6.8692253426        26.9147456535         0.0003204136         0.0002852352
15000        10.5894342229        11.0363827502         7.3807488391        29.0065658123         0.0003222952         0.0002732466
16000        10.8988795688        10.5213522784         8.2459678712        29.6661997184         0.0003090229         0.0002663009
17000        11.0790814128        10.8604662656         9.1107698685        31.0503175468         0.0003044149         0.0002580369
18000        11.4689006653        11.8483964256         8.3410029071        31.6582999980         0.0002931324         0.0002506261
19000        12.1833898489        13.4917403924         9.1232843248        34.7984145661         0.0003052493         0.0002469802
20000        11.9336960528        14.0861987930         8.3667572482        34.3866520939         0.0002865554         0.0002446098
21000        11.9146491736        13.9078142144         9.6406149449        35.4630783329         0.0002814530         0.0002399366
22000        12.0110840843        14.2915273896         9.2372709850        35.5398824589         0.0002692415         0.0002346985
23000        12.2266966769        13.6634087570         9.1001828745        34.9902883083         0.0002535528         0.0002276162
24000        11.2543883114        13.8502131117         8.1998213341        33.3044227572         0.0002312807         0.0002184669
25000        12.6385024372        15.0102491578         9.4575779663        37.1063295613         0.0002473755         0.0002096374
26000        12.3553949110        16.2762215316         9.4329103953        38.0645268380         0.0002440034         0.0002047963
27000        14.5881711898        16.7618669788         9.7608724629        41.1109106315         0.0002537711         0.0002017228
28000        15.6211358963        17.1277174030        11.6735087058        44.4223620051         0.0002644188         0.0002019066
29000        14.6500472852        19.4727755601        12.7357547283        46.8585775737         0.0002693022         0.0002042424
30000        14.9115196616        18.7475884279        13.8936637911        47.5527718806         0.0002641821         0.0002065850
31000        15.6361875666        19.2319235752        13.4687243031        48.3368354449         0.0002598755         0.0002077296
32000        16.0151094104        21.8775592296        14.2643264721        52.1569951122         0.0002716510         0.0002097487
33000        16.5796202443        22.7799383345        15.3427308438        54.7022894227         0.0002762742         0.0002131794
34000        17.1928989452        20.9946834544        16.4776421539        54.6652245535         0.0002679668         0.0002159540
35000        17.0585587085        21.6780991418        16.0384011858        54.7750590362         0.0002608336         0.0002175181
36000        16.0017439839        21.4292491831        18.4103540908        55.8413472577         0.0002585248         0.0002181545
37000        16.2541216212        23.0761617934        20.9589502031        60.2892336177         0.0002715731         0.0002201466
38000        17.4663560287        24.3109024733        20.2221028383        61.9993613403         0.0002719270         0.0002224035
39000        18.2677918343        23.9736701359        19.3848642421        61.6263262123         0.0002633604         0.0002241272
40000        17.4490167616        25.3331475670        19.9764429674        62.7586072960         0.0002614942         0.0002249497
41000        16.0291750329        27.6974362348        22.1151798471        65.8417911148         0.0002676496         0.0002261252
42000        17.5479646783        29.2275613701        23.9990802766        70.7746063250         0.0002808516         0.0002289359
43000        17.7016044292        28.7215289895        22.7835233930        69.2066568117         0.0002682429         0.0002313458
44000        18.2055114328        27.9835166795        24.6110730870        70.8001011993         0.0002681822         0.0002325230
45000        18.8633593879        29.0529934275        25.5444776373        73.4608304527         0.0002720771         0.0002338881
46000        19.2698968377        29.2773691113        26.5558504238        75.1031163728         0.0002721127         0.0002355813
47000        18.4089931881        28.1318921725        27.1480642204        73.6889495810         0.0002613083         0.0002365203
48000        18.8924038655        28.0294858357        27.1856172623        74.1075069635         0.0002573177         0.0002364756
49000        21.5068428421        27.0981770220        27.2632356698        75.8682555339         0.0002580553         0.0002360848
50000        20.6563139227        28.4046169235        29.8101900556        78.8711209018         0.0002629037         0.0002363612
51000        20.5724887570        30.7087889396        28.2910601543        79.5723378509         0.0002600403         0.0002369572
52000        19.3899002872        29.0218616634        28.6512368044        77.0629987550         0.0002469968         0.0002366554
53000        20.4588830915        29.6439121502        27.9961070652        78.0989023070         0.0002455940         0.0002354523
54000        20.8114393095        30.3698267338        28.1431902596        79.3244563029         0.0002448286         0.0002344731
55000        22.4817621990        30.3910777621        28.3856092879        81.2584492489         0.0002462377         0.0002331606
56000        22.3082331125        32.1775769325        27.2306600915        81.7164701365         0.0002432038         0.0002324887
57000        21.6071528623        31.3782433628        25.9379710669        78.9233672920         0.0002307701         0.0002308354
58000        21.7097093164        29.1258526675        26.8601196467        77.6956816306         0.0002232635         0.0002282755
59000        22.3627133000        28.7174767498        27.2191097564        78.2992998062         0.0002211845         0.0002255554
60000        23.7268004311        28.2224613387        29.6884794641        81.6377412340         0.0002267715         0.0002233874
61000        24.0203143048        28.1423194431        29.3844855341        81.5471192821         0.0002228063         0.0002215387
62000        23.0306673487        27.4799500286        28.2503280953        78.7609454725         0.0002117230         0.0002191282
