2197.66602	-153.24953
2196.17578	293.9628
2194.68555	-132.8645
2193.19531	26.66023
2191.70312	-23.07457
2190.21289	2.47233
2188.7207	69.25831
2187.22852	111.02007
2185.73633	256.93826
2184.24414	214.67477
2182.75	89.2306
2181.25781	35.59919
2179.76367	184.38979
2178.26953	228.93259
2176.77539	-48.48594
2175.28125	211.8549
2173.78711	205.04761
2172.29297	11.82982
2170.79688	135.13444
2169.30078	7.55403
2167.80469	-63.07431
2166.30859	116.47774
2164.8125	-120.65855
2163.31641	-117.34941
2161.81836	-47.61172
2160.32031	-49.9102
2158.82227	101.04678
2157.32422	49.61977
2155.82617	77.38464
2154.32812	18.6444
2152.82812	154.79236
2151.33008	169.02937
2149.83008	32.49033
2148.33008	77.8512
2146.83008	-62.89129
2145.33008	-23.44112
2143.82812	-115.44112
2142.32812	97.84896
2140.82617	-181.50348
2139.32422	30.51785
2137.82227	-10.86706
2136.32031	-8.75034
2134.81641	67.30523
2133.31445	133.85373
2131.81055	121.96769
2130.30664	102.1994
2128.80273	-132.17423
2127.29883	-79.55955
2125.79492	126.91087
2124.28906	160.4297
2122.78516	77.12549
2121.2793	269.27826
2119.77344	-65.15024
2118.26758	77.46877
2116.75977	34.5037
2115.25391	132.34938
2113.74609	7.90718
2112.24023	182.52539
2110.73242	-40.93296
2109.22461	-149.21559
2107.7168	-92.86173
2106.20703	43.35458
2104.69922	-85.62945
2103.18945	-307.18182
2101.67969	159.46062
2100.16992	92.75396
2098.66016	80.31271
2097.14844	15.20387
2095.63867	291.46588
2094.12695	283.69064
2092.61523	98.88299
2091.10352	156.43382
2089.5918	30.61705
2088.08008	-90.41827
2086.56836	-184.36855
2085.05469	54.59209
2083.54102	-154.12196
2082.02734	8.18596
2080.51367	-157.57449
2079	-67.0833
2077.48438	266.77679
2075.9707	86.54426
2074.45508	-133.44251
2072.93945	63.24227
2071.42383	64.20641
2069.9082	-17.56521
2068.39062	-32.62694
2066.875	-35.05369
2065.35742	21.22696
2063.83984	147.28662
2062.32227	208.10492
2060.80469	-150.32283
2059.28711	135.76445
2057.76758	18.56049
2056.25	96.47305
2054.73047	194.89607
2053.21094	109.21507
2051.68945	-8.222
2050.16992	56.61105
2048.65039	-92.64265
2047.12891	285.77881
2045.60742	-37.90607
2044.08594	59.80294
2042.56445	179.56038
2041.04297	39.51112
2039.51953	38.745
2037.99805	53.71823
2036.47461	266.39725
2034.95117	-36.83421
2033.42773	3.2042
2031.90234	93.75049
2030.37891	168.36377
2028.85352	-85.91807
2027.33008	96.00558
2025.80469	31.28948
2024.2793	194.00009
2022.75195	-35.11903
2021.22656	-3.6792
2019.69922	111.34673
2018.17188	44.73282
2016.64648	-18.77189
2015.11719	-137.53919
2013.58984	235.81667
2012.0625	34.89451
2010.5332	-16.22276
2009.00391	-13.78968
2007.47656	-68.16589
2005.94727	272.92825
2004.41602	134.89029
2002.88672	-31.50787
2001.35547	38.31579
1999.82617	167.87575
1998.29492	-42.67989
1996.76367	-124.15958
1995.23047	-130.13533
1993.69922	62.04078
1992.16602	74.78976
1990.63477	41.87702
1989.10156	-138.85092
1987.56836	-134.08487
1986.03516	40.34256
1984.5	82.67729
1982.9668	178.35335
1981.43164	16.39046
1979.89648	66.41652
1978.36133	99.10865
1976.82617	-163.30913
1975.28906	-61.62248
1973.75391	124.69701
1972.2168	-29.4546
1970.67969	122.20515
1969.14258	-0.59781
1967.60547	53.7394
1966.06836	108.02279
1964.5293	188.88434
1962.99023	113.03637
1961.45117	-194.59601
1959.91211	45.90451
1958.37305	-56.56043
1956.83398	166.5397
1955.29297	60.91285
1953.75391	168.07457
1952.21289	-1.68167
1950.67188	24.08708
1949.12891	99.85814
1947.58789	-187.06959
1946.04688	185.61324
1944.50391	-29.37203
1942.96094	202.49574
1941.41797	62.53798
1939.875	-250.69734
1938.33008	26.304
1936.78711	76.8586
1935.24219	-84.8441
1933.69727	-319.81622
1932.15234	300.09369
1930.60742	-20.64463
1929.06055	-63.72215
1927.51562	242.39449
1925.96875	69.91799
1924.42188	143.70145
1922.875	88.15399
1921.32812	9.26481
1919.7793	50.31159
1918.23242	-126.61382
1916.68359	281.78519
1915.13477	221.60185
1913.58594	-56.37005
1912.03711	11.10662
1910.48633	185.86612
1908.9375	163.09195
1907.38672	131.00842
1905.83594	-39.37927
1904.28516	46.70304
1902.73438	27.11543
1901.18164	52.59061
1899.63086	298.57153
1898.07812	196.69083
1896.52539	-142.61877
1894.97266	42.75861
1893.41992	114.80796
1891.86523	278.35965
1890.31055	123.93023
1888.75781	-145.15912
1887.20312	125.35332
1885.64844	45.49572
1884.0918	215.16292
1882.53711	91.977
1880.98047	75.73297
1879.42383	-132.50597
1877.86719	-24.79989
1876.31055	477.58603
1874.75391	148.74602
1873.19531	35.12772
1871.63867	398.02069
1870.08008	456.10699
1868.52148	133.8206
1866.96289	216.71661
1865.40234	98.67636
1863.84375	271.2117
1862.2832	0.31352
1860.72266	66.2691
1859.16211	197.07489
1857.60156	482.24097
1856.03906	89.68394
1854.47852	356.2785
1852.91602	298.77564
1851.35352	241.3237
1849.79102	276.45422
1848.22852	-98.54741
1846.66406	97.01686
1845.10156	87.53881
1843.53711	272.24631
1841.97266	191.92424
1840.4082	190.21339
1838.84375	133.09641
1837.27734	91.42578
1835.71094	111.37095
1834.14648	123.6422
1832.58008	125.16514
1831.01367	185.16962
1829.44531	272.85986
1827.87891	66.86111
1826.31055	88.49577
1824.74219	211.58528
1823.17383	105.70204
1821.60547	-98.4292
1820.03711	233.59402
1818.4668	-133.18594
1816.89648	148.09901
1815.32617	36.35135
1813.75586	-53.83313
1812.18555	259.56131
1810.61523	55.91757
1809.04297	218.92274
1807.4707	-188.48498
1805.89844	-62.22741
1804.32617	42.55102
1802.75391	-229.62227
1801.17969	124.91657
1799.60742	9.12725
1798.0332	-92.79542
1796.45898	13.56301
1794.88477	40.31784
1793.31055	-75.2242
1791.73438	49.51698
1790.1582	-98.03265
1788.58203	71.07232
1787.00586	-191.02548
1785.42969	-50.95293
1783.85352	-143.20605
1782.27539	-39.80997
1780.69727	-26.5538
1779.12109	-72.83813
1777.54102	0.03718
1775.96289	-189.66695
1774.38477	-232.73138
1772.80469	-62.11071
1771.22461	-21.20753
1769.64453	246.97821
