# Time-averaged data for fix msdout
# TimeStep c_msd[1] c_msd[2] c_msd[3] c_msd[4] v_twopoint v_fitslope
0         0.0000000000         0.0000000000         0.0000000000         0.0000000000         0.0000000000 1666666666666666496.0000000000
1000         3.0352904445         1.5553711763         2.5755158667         7.1661774875         0.0011943629         0.0012298135
2000         5.2047786975         3.7276740111         3.5967168126        12.5291695212         0.0010440975         0.0011570206
3000         6.5058184257         6.8402120726         5.4722149108        18.8182454091         0.0010454581         0.0010481097
4000         7.0230697078         8.7816707856         6.7257065095        22.5304470029         0.0009387686         0.0009544104
5000         7.8090964190        10.5582044218         9.6908402972        28.0581411380         0.0009352714         0.0008928450
6000         8.7087259280        14.7230683795        10.7951116749        34.2269059825         0.0009507474         0.0009010346
7000        10.3604305679        14.6643271422        10.6521064467        35.6768641568         0.0008494491         0.0008710257
8000        12.6813614623        18.1966738559        13.0365417359        43.9145770541         0.0009148870         0.0008516174
9000        13.9028433995        22.5624804548        14.2727776445        50.7381014988         0.0009395945         0.0008621064
10000        14.1926908817        21.8982330973        14.5372392690        50.6281632481         0.0008438027         0.0008623663
11000        16.3851974483        20.8084540997        15.2532922607        52.4469438087         0.0007946507         0.0008283918
12000        17.4369414092        20.4785743642        18.2213666017        56.1368823751         0.0007796789         0.0007915671
13000        15.6211004454        20.4615929962        17.6419747644        53.7246682060         0.0006887778         0.0007501789
14000        14.6941996450        20.2180202394        18.2187315799        53.1309514643         0.0006325113         0.0006898631
15000        15.8756169715        22.4767591762        18.4308943675        56.7832705152         0.0006309252         0.0006486032
16000        15.4485913382        19.4477311772        17.1384165091        52.0347390245         0.0005420285         0.0005994658
17000        17.2599185048        18.0755188370        16.3410998436        51.6765371853         0.0005066327         0.0005439473
18000        16.2276562711        18.6926398303        15.3401279391        50.2604240406         0.0004653743         0.0004969485
19000        17.0759846474        19.7837860657        18.3852359817        55.2450066947         0.0004846053         0.0004537884
20000        19.8264892749        21.8593362149        20.8021182766        62.4879437664         0.0005207329         0.0004373118
21000        21.3253196385        20.5006341804        20.6542805206        62.4802343396         0.0004958749         0.0004225909
22000        20.5507417364        20.6610927037        21.4152499842        62.6270844243         0.0004744476         0.0004093791
23000        21.0189996198        18.9292709614        21.5304433318        61.4787139130         0.0004454979         0.0003923885
24000        20.9713481817        20.1655872419        22.2137192722        63.3506546958         0.0004399351         0.0003773090
25000        23.2364706892        22.3515108332        21.2638948699        66.8518763924         0.0004456792         0.0003666205
26000        23.0670708923        23.6993401224        24.3425943991        71.1090054138         0.0004558270         0.0003599478
27000        20.2727255847        23.9227450829        26.6316673744        70.8271380421         0.0004372046         0.0003538382
28000        23.7647894449        24.2533299941        27.4817018829        75.4998213219         0.0004494037         0.0003487259
29000        24.9292527362        23.4507470827        26.6426408194        75.0226406383         0.0004311646         0.0003451565
30000        25.0973616426        24.9022369957        27.1778157490        77.1774143873         0.0004287634         0.0003411944
31000        27.6944048768        25.5919678058        30.2339447575        83.5203174401         0.0004490340         0.0003396002
32000        30.2722773589        27.1811554421        30.0605796973        87.5140124983         0.0004558021         0.0003411560
33000        35.2805869542        29.5761643411        32.6822152805        97.5389665757         0.0004926210         0.0003479031
34000        33.5775221577        28.6252189150        36.1512405709        98.3539816435         0.0004821274         0.0003560362
35000        35.6314901422        24.7413955869        35.5063410166        95.8792267457         0.0004565677         0.0003595782
36000        34.5840871284        26.8202875414        33.5650760873        94.9694507571         0.0004396734         0.0003594219
37000        32.3312784124        25.4888277910        35.6641087111        93.4842149144         0.0004211001         0.0003569644
38000        30.6369965947        26.5287442099        37.9489357931        95.1146765977         0.0004171696         0.0003541987
39000        32.1483093988        28.0447037039        37.4401547159        97.6331678186         0.0004172358         0.0003520852
40000        32.0626075756        25.8045774352        36.6394464893        94.5066315001         0.0003937776         0.0003488590
41000        31.0878909729        28.5939101468        34.4387157264        94.1205168461         0.0003826037         0.0003433386
42000        35.3472743613        30.0789875291        38.7410594164       104.1673213067         0.0004133624         0.0003393590
43000        36.5344727464        30.7372522556        34.8150444847       102.0867694867         0.0003956852         0.0003383608
44000        35.5470873004        32.4649995372        38.5881565743       106.6002434119         0.0004037888         0.0003371673
45000        34.9343359012        33.5515257225        38.4220167742       106.9078783979         0.0003959551         0.0003352592
46000        34.4610145736        33.2638274192        41.4944446798       109.2192866726         0.0003957221         0.0003334315
47000        34.5975993665        31.4496459494        39.2866553440       105.3339006598         0.0003735245         0.0003306506
48000        39.8569840583        33.6622838937        41.2598148670       114.7790828189         0.0003985385         0.0003287870
49000        41.7946785778        31.4345523016        34.8335119801       108.0627428595         0.0003675603         0.0003277343
50000        38.8457655710        30.4019901500        37.1661761245       106.4139318455         0.0003547131         0.0003229179
51000        41.9984891279        32.9968918065        41.1441024668       116.1394834012         0.0003795408         0.0003204442
52000        39.7106051241        33.0740357160        43.4108167626       116.1954576027         0.0003724213         0.0003190806
53000        39.3578501023        32.2559681814        42.7887029447       114.4025212284         0.0003597564         0.0003165446
54000        38.1847975150        31.7022444054        40.6138949001       110.5009368206         0.0003410523         0.0003129170
55000        36.9149886905        31.6091172149        40.7015282786       109.2256341840         0.0003309868         0.0003082656
56000        38.0320768301        34.7453341200        44.4805956181       117.2580065682         0.0003489822         0.0003041666
57000        37.8872171700        33.1788467022        46.8271536805       117.8932175526         0.0003447170         0.0003015876
58000        36.2319233588        35.0166116417        52.0045165279       123.2530515284         0.0003541754         0.0002994625
59000        38.3840532666        36.1689742500        50.9216188557       125.4746463723         0.0003544482         0.0002983939
60000        36.1042040569        35.0922181561        51.5636773863       122.7600995992         0.0003410003         0.0002962662
61000        38.0891566727        39.1109615924        47.8404466545       125.0405649196         0.0003416409         0.0002947204
62000        40.7705462518        37.4679381394        47.8458789502       126.0843633414         0.0003389365         0.0002923680
63000        40.5223350520        35.5356329846        48.5409490916       124.5989171282         0.0003296268         0.0002903938
64000        44.3952254831        36.3859495289        45.1436444714       125.9248194834         0.0003279292         0.0002879868
65000        45.5210383630        36.6644340638        41.3613243294       123.5467967562         0.0003167867         0.0002855326
66000        46.6357485009        37.1635449327        38.4287883097       122.2280817433         0.0003086568         0.0002824913
67000        46.0645183032        34.4207588188        39.8989288534       120.3842059754         0.0002994632         0.0002784355
68000        50.3934525550        31.1308318351        39.9707534365       121.4950378266         0.0002977820         0.0002745271
69000        49.1904649023        33.9941195771        37.2967407480       120.4813252274         0.0002910177         0.0002704697
70000        52.0848669199        36.6920336422        36.7602318913       125.5371324534         0.0002988979         0.0002671708
71000        53.8809295746        37.5331495346        35.2695243683       126.6836034774         0.0002973794         0.0002640611
