# Time-averaged data for fix msdout
# TimeStep c_msd[1] c_msd[2] c_msd[3] c_msd[4] v_twopoint v_fitslope
0         0.0000000000         0.0000000000         0.0000000000         0.0000000000         0.0000000000 1666666666666666496.0000000000
1000         2.9799294305         2.5507795512         2.7814661219         8.3121751037         0.0013853625         0.0014846488
2000         6.4344151232         4.8355154906         5.3315351106        16.6014657244         0.0013834555         0.0015131716
3000         8.4957422652         6.3854196719         7.0845692939        21.9657312309         0.0012203184         0.0013139824
4000        10.9108214410         7.9521528964         9.4781080573        28.3410823946         0.0011808784         0.0011766873
5000        12.9206385178        10.5158858082        11.9584240379        35.3949483639         0.0011798316         0.0011387472
6000        15.5253273850        12.4901332127        14.9952926569        43.0107532546         0.0011947431         0.0011505666
7000        18.5688093823        15.1819428011        17.3300928308        51.0808450142         0.0012162106         0.0011711619
8000        19.9472813224        16.7829253568        20.3507619465        57.0809686257         0.0011891868         0.0011827588
9000        20.4521006259        17.5737918003        22.5684250435        60.5943174697         0.0011221170         0.0011524601
10000        22.5179030621        19.8910069861        25.4206269005        67.8295369487         0.0011304923         0.0011259510
11000        24.8908480465        22.2091919630        26.8024087758        73.9024487853         0.0011197341         0.0011096822
12000        26.3698528162        24.6539695639        27.5822961267        78.6061185067         0.0010917516         0.0010943078
13000        27.0374787405        26.6982426244        29.1506759562        82.8863973211         0.0010626461         0.0010745343
14000        27.3568567739        28.0622063891        32.0192815377        87.4383447007         0.0010409327         0.0010504696
15000        29.8906677830        28.4119462669        37.0190282633        95.3216423132         0.0010591294         0.0010377296
16000        31.8256563554        27.7670295223        39.3646545383        98.9573404160         0.0010308056         0.0010235568
17000        33.3092730278        30.6208267268        41.8870200722       105.8171198268         0.0010374227         0.0010138322
18000        37.0016960814        31.8340083681        40.5634893636       109.3991938130         0.0010129555         0.0010021871
19000        37.6622907725        32.6058704601        42.3341872958       112.6023485284         0.0009877399         0.0009881779
20000        37.8785149257        35.0899097030        42.0724309984       115.0408556271         0.0009586738         0.0009709055
21000        38.1483987244        36.7666252397        43.3458832877       118.2609072517         0.0009385786         0.0009514052
22000        38.8302893493        39.9069175018        47.2033332431       125.9405400942         0.0009540950         0.0009344153
23000        39.7697907497        42.1687087285        50.2861150565       132.2246145347         0.0009581494         0.0009252392
24000        40.7627089072        43.3523249268        50.8635198809       134.9785537149         0.0009373511         0.0009188144
25000        41.5696632351        43.7822621764        52.4232326239       137.7751580354         0.0009185011         0.0009074209
26000        44.7615151796        45.9799635480        54.9112670327       145.6527457603         0.0009336714         0.0008994398
27000        49.7859687048        48.7711323061        57.6649731494       156.2220741602         0.0009643338         0.0008975587
28000        51.0614290430        49.8665026644        61.2256429305       162.1535746379         0.0009651998         0.0008998684
29000        48.9910906689        51.8343003051        62.9709119644       163.7963029384         0.0009413581         0.0008991519
30000        50.5773636410        53.7841801846        63.2321144824       167.5936583080         0.0009310759         0.0008953426
31000        52.4895627617        57.1117627818        64.4191120485       174.0204375921         0.0009355938         0.0008926861
32000        52.7596665047        60.0389439118        68.1927626591       180.9913730755         0.0009426634         0.0008904560
33000        55.7450493009        60.5617559538        72.2505473038       188.5573525585         0.0009523099         0.0008915945
34000        55.2264581011        65.1730731845        75.9910651753       196.3905964609         0.0009626990         0.0008955499
35000        59.4728114765        68.6135724429        79.7440756830       207.8304596024         0.0009896689         0.0009007147
36000        60.9807342312        68.8310977772        80.8795266940       210.6913587023         0.0009754230         0.0009075239
37000        61.5428904590        67.2864254616        81.9423848966       210.7717008172         0.0009494221         0.0009088743
38000        63.0585956229        70.0781700828        83.2777004051       216.4144661109         0.0009491863         0.0009096035
39000        63.3411264205        70.2236700653        85.3463156286       218.9111121145         0.0009355176         0.0009084593
40000        65.5103264224        74.0274340117        84.9117938747       224.4495543088         0.0009352065         0.0009072938
41000        67.2908927359        77.1498173253        86.7326673596       231.1733774208         0.0009397292         0.0009058429
42000        68.5121835700        81.9023812299        89.0192076764       239.4337724763         0.0009501340         0.0009061211
43000        69.8246646365        84.5036061488        92.2397507806       246.5680215658         0.0009556900         0.0009070497
44000        70.8493053755        87.3321272594        94.9896591310       253.1710917660         0.0009589814         0.0009096315
45000        71.0387456009        90.8138181682        96.6371351320       258.4896989010         0.0009573693         0.0009113726
46000        71.7758119269        96.4447892169        93.1967948887       261.4173960324         0.0009471645         0.0009122293
47000        73.4744094997        97.6249326710        98.8948145736       269.9941567444         0.0009574261         0.0009131131
48000        76.6001813017        94.8330149041        99.9317709023       271.3649671082         0.0009422395         0.0009140102
49000        77.7964235068        90.3410121787       103.7027126235       271.8401483090         0.0009246264         0.0009128410
50000        77.4716609124        94.0973201976       103.6251500714       275.1941311814         0.0009173138         0.0009103011
51000        75.3975795341        98.1048242252       107.5101014659       281.0125052252         0.0009183415         0.0009076951
52000        77.1502465420       102.0853823348       109.7912437562       289.0268726329         0.0009263682         0.0009057313
53000        79.3485260099       106.9654613308       111.9589820083       298.2729693491         0.0009379653         0.0009053610
54000        81.2080843164       106.7551659284       109.9546650161       297.9179152609         0.0009194997         0.0009042727
55000        83.4915978921       109.0682184975       110.9419112181       303.5017276078         0.0009197022         0.0009029347
56000        83.6327494301       113.1988109458       114.4786276700       311.3101880459         0.0009265184         0.0009022238
57000        83.9705569146       113.3713271452       115.7023569457       313.0442410056         0.0009153340         0.0009009685
58000        85.1834808106       112.4585021338       118.9834664908       316.6254494353         0.0009098432         0.0008993538
59000        88.0941740598       111.3463354487       118.7473614949       318.1878710034         0.0008988358         0.0008968761
60000        87.5008075546       113.0925172114       118.0932584002       318.6865831662         0.0008852405         0.0008933179
61000        90.4961334728       112.6220496146       118.1248551640       321.2430382514         0.0008777132         0.0008892811
62000        91.3495878879       117.0700890306       121.3152954298       329.7349723483         0.0008863843         0.0008859065
63000        94.7827968445       117.3867798746       124.7589434213       336.9285201404         0.0008913453         0.0008835906
64000        97.3340603289       118.5894894324       127.1287687113       343.0523184726         0.0008933654         0.0008816681
65000       100.6848070970       122.5525839121       127.1521101610       350.3895011701         0.0008984346         0.0008803858
66000       106.2408606934       116.8885616421       132.1126497408       355.2420720763         0.0008970759         0.0008792507
67000       107.2237450687       120.2952836817       130.0588759676       357.5779047181         0.0008894973         0.0008777304
68000       111.0290919491       122.8606688856       129.8974809538       363.7872417885         0.0008916354         0.0008760984
