# Time-averaged data for fix msdout
# TimeStep c_msd[1] c_msd[2] c_msd[3] c_msd[4] v_twopoint v_fitslope
0         0.0000000000         0.0000000000         0.0000000000         0.0000000000         0.0000000000 1666666666666666496.0000000000
1000         2.7641703264         2.2005127917         2.4861051611         7.4507882793         0.0012417980         0.0013299718
2000         5.7186644784         4.8194562175         6.1021503090        16.6402710049         0.0013866892         0.0014649068
3000         7.9685648579         6.7552756209         9.2183811213        23.9422216001         0.0013301234         0.0014068520
4000         9.0721456863         9.1711673308        12.6227952732        30.8661082903         0.0012860878         0.0013335799
5000        11.4997776981        11.3795452745        14.3454193581        37.2247423307         0.0012408247         0.0012739718
6000        13.2603357298        14.3015722763        17.0872310295        44.6491390356         0.0012402539         0.0012358910
7000        15.7196584515        15.4664131431        19.7240240391        50.9100956337         0.0012121451         0.0012191016
8000        17.8777898160        15.8933459714        22.7573836182        56.5285194056         0.0011776775         0.0011920336
9000        19.4566982160        17.4140717646        26.5933567188        63.4641266994         0.0011752616         0.0011676695
10000        22.0414608786        18.0682374751        29.3950809453        69.5047792990         0.0011584130         0.0011555228
11000        21.9385538009        18.8489656786        31.7080279404        72.4955474198         0.0010984174         0.0011223747
12000        23.1531651984        20.4946601386        32.1726027931        75.8204281301         0.0010530615         0.0010839188
13000        23.7119750320        23.3475212441        35.5769116949        82.6364079710         0.0010594411         0.0010526052
14000        24.2012482928        25.9466481296        37.3754050972        87.5233015197         0.0010419441         0.0010356408
15000        26.7614408791        27.1330320765        39.2507279968        93.1452009523         0.0010349467         0.0010138645
16000        27.4222411758        32.2498586716        39.2883542841        98.9604541314         0.0010308381         0.0010013272
17000        28.5911685904        33.7329200754        41.6267884265       103.9508770922         0.0010191262         0.0009881627
18000        30.2449093787        35.5194737359        45.6571536667       111.4215367813         0.0010316809         0.0009795521
19000        33.0698425588        34.4297484549        50.1707263467       117.6703173604         0.0010321958         0.0009779353
20000        35.9946954762        36.1960541220        50.8907033892       123.0814529874         0.0010256788         0.0009765311
21000        35.0654037698        35.6530349110        51.1247978017       121.8432364825         0.0009670098         0.0009673249
22000        36.1463457238        35.3169214247        48.3387605670       119.8020277155         0.0009075911         0.0009452850
23000        36.0660074030        36.9959920722        50.8880881402       123.9500876154         0.0008981890         0.0009200307
24000        36.9826674160        37.1797555316        54.4214405100       128.5838634577         0.0008929435         0.0008989235
25000        38.0843601229        38.5479241404        56.9035338777       133.5358181410         0.0008902388         0.0008819257
26000        40.8680256581        39.4016771170        61.9584084752       142.2281112503         0.0009117187         0.0008699108
27000        44.1925840559        40.9120503479        62.0572420805       147.1618764843         0.0009084066         0.0008636979
28000        44.8497273935        43.4185883756        62.0343148125       150.3026305816         0.0008946585         0.0008563617
29000        46.8987337269        44.6582964060        63.5509895034       155.1080196363         0.0008914254         0.0008505963
30000        49.9659562310        45.2938501999        62.7555300949       158.0153365257         0.0008778630         0.0008443889
31000        48.8217379079        45.7049167072        63.2955652497       157.8222198647         0.0008485066         0.0008341018
32000        50.2864014039        47.6944330457        67.2362538541       165.2170883037         0.0008605057         0.0008257053
33000        53.8674811540        49.1756927825        67.2005387957       170.2437127322         0.0008598167         0.0008182212
34000        54.7267405628        50.3063604107        69.1875069294       174.2206079030         0.0008540226         0.0008117787
35000        57.5714572833        49.8937882209        72.6323697353       180.0976152396         0.0008576077         0.0008073581
36000        58.3659034306        51.8242506922        74.7190118015       184.9091659243         0.0008560610         0.0008044133
37000        60.0569559215        52.5584486696        75.9961621813       188.6115667724         0.0008496017         0.0008006610
38000        63.3517467882        56.6097615236        75.3158342398       195.2773425516         0.0008564796         0.0007973931
39000        62.7160346950        57.8001184663        79.6396195742       200.1557727355         0.0008553666         0.0007955812
40000        63.6255168725        58.1939347151        77.5191333304       199.3385849180         0.0008305774         0.0007925171
41000        61.5718086783        59.4338265631        79.0085212203       200.0141564617         0.0008130657         0.0007872987
42000        62.4410074108        63.2569916836        80.6026050940       206.3006041884         0.0008186532         0.0007813129
43000        63.7217401390        64.3645151246        81.5935236922       209.6797789558         0.0008127123         0.0007769884
44000        66.6017046785        66.9178700940        82.2665748924       215.7861496649         0.0008173718         0.0007727618
45000        69.8923666703        66.4000602528        81.3632349576       217.6556618807         0.0008061321         0.0007693209
46000        70.3512171932        64.1754673083        83.9953135634       218.5219980649         0.0007917464         0.0007638203
47000        72.2553696854        65.4953643050        83.0941320127       220.8448660031         0.0007831378         0.0007583095
48000        70.5213839435        67.4311670118        88.5094412195       226.4619921748         0.0007863264         0.0007532166
