# Time-averaged data for fix msdout
# TimeStep c_msd[1] c_msd[2] c_msd[3] c_msd[4] v_twopoint v_fitslope
0         0.0000000000         0.0000000000         0.0000000000         0.0000000000         0.0000000000 1666666666666666496.0000000000
1000         1.1637667687         1.0646648346         1.2484094769         3.4768410802         0.0005794735         0.0006181541
2000         1.9964705473         1.6974096820         1.7266776045         5.4205578338         0.0004517132         0.0004575584
3000         2.2924223555         2.2623748190         1.8659601696         6.4207573442         0.0003567087         0.0003355765
4000         2.7590067642         2.6768761106         2.1662977105         7.6021805853         0.0003167575         0.0002850084
5000         3.1604809287         2.8053755999         2.4882426525         8.4540991810         0.0002818033         0.0002544649
6000         3.9463036848         3.0709499688         2.9991567815        10.0164104352         0.0002782336         0.0002351369
7000         4.5073461050         3.4633787153         3.6414743576        11.6121991778         0.0002764809         0.0002293892
8000         4.6875173796         4.3875175756         4.1375054134        13.2125403686         0.0002752613         0.0002332592
9000         4.8747197526         4.8645658726         4.8031957378        14.5424813630         0.0002693052         0.0002346498
10000         5.2724632386         4.9114480503         4.9980101002        15.1819213891         0.0002530320         0.0002286064
11000         5.5311538722         5.2861749887         5.5581330155        16.3754618764         0.0002481131         0.0002249494
12000         5.3551686148         5.6159296301         5.9145702607        16.8856685056         0.0002345232         0.0002172483
13000         5.9204323025         5.8928717766         6.2137064684        18.0270105474         0.0002311155         0.0002110384
14000         5.9632986636         6.0949644070         5.5752889818        17.6335520523         0.0002099232         0.0002034987
15000         6.5231798504         6.0659148684         6.1592362685        18.7483309873         0.0002083148         0.0001935444
16000         6.7768665145         6.5678760729         6.0624911878        19.4072337752         0.0002021587         0.0001868939
17000         7.2699108491         6.8348199838         6.2733507425        20.3780815754         0.0001997851         0.0001821126
18000         6.7071932374         7.2547737725         6.8718011382        20.8337681481         0.0001929053         0.0001767400
19000         7.2799824246         7.8613461622         7.0915662331        22.2328948200         0.0001950254         0.0001724379
20000         7.9273822140         8.0971756788         7.3865793059        23.4111371987         0.0001950928         0.0001702220
